,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5
26591,17.88,52.07,0,400,13149,20043,939.609,0.51,0.53,3.53,0.551,0.012
35638,25.62,50.77,910,654,12797,19504,939.091,2.02,2.1,13.89,2.166,0.049
52988,28.83,41.29,127,400,12786,20592,937.434,1.56,1.63,10.77,1.679,0.038
27367,20.08,48.1,30,400,13205,20137,939.605,1.08,1.13,7.46,1.163,0.026
15618,12.045,47.67,1187,430,12876,19438,938.807,1.47,1.53,10.12,1.578,0.036
28852,22.38,47.23,173,400,13209,20037,939.657,2.13,2.22,14.68,2.289,0.052
41066,24.55,53.32,1216,420,12879,19438,938.778,1.97,2.05,13.58,2.118,0.048
42936,26.02,53.08,1082,400,12918,19456,938.705,1.62,1.68,11.15,1.739,0.039
32329,21.08,49.66,258,400,13134,20012,939.494,0.4,0.41,2.74,0.427,0.01
29183,20.05,52.91,94,400,13238,20115,939.639,2.19,2.28,15.09,2.353,0.053
58109,-9.164,47.43,53,400,12804,20680,937.487,1.81,1.88,12.46,1.942,0.044
49954,24.24,54.48,1335,413,12988,19404,938.874,2.04,2.12,14.03,2.188,0.049
821,26.854,50.96,0,400,12983,19911,939.798,0.1,0.1,0.68,0.105,0.002
40748,25.26,49.45,1220,439,12867,19419,938.805,1.69,1.76,11.65,1.817,0.041
52560,28.79,41.42,75,400,12793,20645,937.466,2.1,2.19,14.48,2.258,0.051
22839,-21.314,52.21,1392,410,12962,19385,938.722,2.1,2.18,14.44,2.252,0.051
4129,-1.821,52.88,135,400,13220,20080,939.615,1.96,2.03,13.46,2.099,0.047
17561,16.404,52.34,1151,401,12898,19443,938.731,1.45,1.51,9.97,1.555,0.035
1164,27.028,49.49,42,400,13044,19921,939.781,0.4,0.42,2.75,0.43,0.01
43144,27.11,47.27,1153,400,12916,19447,938.708,2.03,2.11,13.96,2.177,0.049
27699,18.12,52.63,86,400,13197,20087,939.659,1.01,1.05,6.95,1.083,0.024
12465,19.82,52.38,1130,580,12823,19449,939.006,2.21,2.29,15.2,2.37,0.054
34602,21.06,62.01,703,728,12772,19556,939.14,2.94,3.05,20.2,3.151,0.071
26805,16.44,54.01,56,400,13116,19988,939.643,0.79,0.82,5.43,0.846,0.019
27743,18.6,50.43,112,400,13180,20067,939.617,0.95,0.99,6.54,1.02,0.023
58271,-8.528,46.43,100,400,12779,20617,937.427,1.75,1.82,12.05,1.879,0.042
19155,20.719,48.23,1218,405,12917,19431,938.735,1.51,1.56,10.36,1.616,0.037
28771,20.1,52.27,175,400,13195,20036,939.673,1.85,1.92,12.7,1.98,0.045
39447,24.58,53.17,1111,470,12858,19450,938.901,1.93,2.01,13.31,2.075,0.047
35589,25.91,49.33,931,677,12790,19491,939.097,2.2,2.29,15.17,2.366,0.053
61203,20.638,30.25,7492,400,12977,19476,936.856,0.39,0.41,2.71,0.422,0.01
2191,20.792,48.93,0,400,13194,20125,939.621,0.93,0.96,6.39,0.997,0.023
25001,13.0,53.2,0,400,12439,19114,939.758,0.0,0.0,0.0,0.0,0.0
8081,-4.26,56.22,315,400,13106,19940,939.377,0.27,0.28,1.83,0.285,0.006
47345,25.88,47.54,1427,425,12958,19372,938.721,1.93,2.01,13.31,2.076,0.047
1731,24.629,48.81,21,400,13139,20032,939.615,0.62,0.64,4.27,0.665,0.015
46652,24.38,54.02,1343,410,12957,19390,938.726,2.5,2.59,17.18,2.68,0.061
21328,-2.432,47.49,1327,408,12956,19394,938.681,2.06,2.14,14.19,2.214,0.05
19400,20.227,47.9,1210,402,12924,19426,938.692,1.88,1.95,12.91,2.014,0.045
27510,18.1,52.18,45,400,13194,20128,939.614,0.96,1.0,6.64,1.035,0.023
35792,24.03,53.37,981,664,12786,19483,939.061,2.22,2.3,15.26,2.38,0.054
33114,19.81,49.76,329,400,13094,19926,939.364,0.39,0.4,2.67,0.416,0.009
36628,24.28,53.37,1080,620,12805,19460,939.038,1.74,1.81,11.99,1.87,0.042
49977,26.84,48.22,1323,415,12988,19404,938.857,1.64,1.7,11.26,1.756,0.04
31800,21.32,49.46,210,400,13139,20051,939.615,0.74,0.77,5.07,0.791,0.018
4885,-7.806,48.58,30,400,13255,20194,939.699,2.33,2.42,16.05,2.502,0.057
36054,25.75,51.82,961,623,12810,19487,939.101,2.23,2.31,15.33,2.391,0.054
27343,17.62,53.44,24,400,13208,20135,939.574,1.05,1.09,7.25,1.131,0.026
27177,19.13,52.53,0,400,13205,20136,939.591,0.88,0.92,6.07,0.947,0.021
37934,24.85,51.67,1084,545,12833,19463,938.918,2.18,2.26,15.0,2.34,0.053
34490,20.34,64.03,675,719,12770,19583,939.153,2.42,2.51,16.63,2.593,0.059
49964,26.53,49.49,1272,401,12993,19411,938.866,1.78,1.85,12.28,1.915,0.043
22846,-21.347,53.35,1408,414,12969,19386,938.715,1.89,1.96,13.01,2.028,0.046
34086,18.28,58.05,380,400,13043,19884,939.267,0.53,0.56,3.68,0.574,0.013
22933,-21.69,48.7,1300,400,12979,19403,938.716,1.73,1.8,11.94,1.862,0.042
10838,4.525,48.39,1004,671,12792,19483,939.08,2.3,2.38,15.8,2.463,0.056
7780,-4.082,50.0,274,400,13124,19978,939.415,0.43,0.45,2.98,0.465,0.01
42034,24.43,53.79,1170,408,12886,19429,938.814,1.71,1.78,11.8,1.84,0.042
1226,26.918,54.0,24,400,13061,19940,939.744,0.38,0.4,2.63,0.41,0.009
46749,25.05,50.57,1381,422,12951,19386,938.713,2.03,2.11,13.98,2.18,0.049
18210,19.093,47.3,1168,404,12910,19431,938.704,1.71,1.78,11.78,1.836,0.041
11504,11.909,52.22,1107,632,12804,19458,939.07,2.06,2.14,14.15,2.206,0.05
20819,5.935,53.63,1258,400,12955,19417,938.714,1.95,2.02,13.39,2.089,0.047
11757,14.522,53.5,1051,610,12813,19463,939.091,2.03,2.11,14.0,2.183,0.049
53770,28.86,42.12,159,431,12771,20556,937.347,2.11,2.19,14.5,2.261,0.051
34436,21.93,61.55,614,516,12882,19632,939.17,2.8,2.91,19.25,3.002,0.068
39225,26.77,48.28,1115,483,12855,19457,938.913,1.86,1.93,12.78,1.993,0.045
48004,27.01,47.7,1327,400,12978,19396,938.745,1.79,1.86,12.3,1.918,0.043
23166,-21.996,50.54,1320,400,12979,19394,938.712,1.85,1.92,12.74,1.987,0.045
439,24.901,54.6,12,400,12735,19752,939.831,0.09,0.11,0.59,0.12,0.019
48872,24.34,54.26,1398,410,12974,19381,938.704,1.66,1.73,11.45,1.785,0.04
39656,27.06,47.27,1124,453,12865,19455,938.857,2.1,2.18,14.45,2.253,0.051
15024,13.117,47.28,1071,437,12873,19463,938.836,2.12,2.2,14.59,2.275,0.051
49322,26.94,47.49,1266,400,13005,19416,938.809,2.07,2.15,14.27,2.225,0.05
28196,21.75,58.68,0,400,13381,20378,939.688,2.36,2.46,16.27,2.537,0.057
57793,0.12,46.27,86,403,12784,20677,937.551,2.12,2.2,14.58,2.273,0.051
40827,24.57,53.32,1159,416,12879,19442,938.81,1.73,1.8,11.9,1.855,0.042
3378,6.884,55.99,273,400,13149,19945,939.664,1.72,1.78,11.8,1.841,0.042
38683,26.69,48.58,1130,511,12848,19455,938.89,2.05,2.13,14.09,2.197,0.05
142,21.922,49.42,0,414,12571,19657,939.805,0.0,0.0,0.0,0.002,0.001
61559,12.905,14.78,571,400,13369,20575,936.832,0.85,0.89,5.87,0.916,0.021
59463,8.716,45.45,177,458,12756,20536,937.32,1.63,1.7,11.24,1.753,0.04
33392,20.95,50.29,322,400,13102,19939,939.386,0.39,0.41,2.69,0.419,0.009
61718,2.55,27.01,12419,400,12958,19219,936.843,10.14,10.54,69.79,10.883,0.246
14443,15.529,52.32,1122,474,12857,19445,938.918,1.89,1.97,13.02,2.031,0.046
8020,-4.204,55.21,318,400,13103,19941,939.376,0.29,0.3,2.02,0.314,0.007
60460,12.091,38.75,0,400,13325,21297,937.466,1.82,1.89,12.5,1.949,0.044
51279,26.85,45.05,27,424,12858,20763,937.567,2.27,2.36,15.63,2.438,0.055
24672,5.101,49.03,1344,403,12990,19401,938.818,1.95,2.03,13.43,2.094,0.047
50877,37.53,15.0,0,832,13141,20814,930.924,0.95,0.98,6.52,1.016,0.023
12788,20.745,48.91,1013,525,12846,19475,938.934,2.05,2.13,14.13,2.204,0.05
53804,25.7,49.04,158,424,12775,20566,937.346,1.79,1.86,12.34,1.925,0.043
24997,12.73,55.28,0,400,12390,18849,939.736,0.0,0.0,0.0,0.0,0.0
57709,4.38,40.65,89,407,12787,20668,937.556,1.98,2.06,13.63,2.125,0.048
20391,12.199,53.3,1281,400,12948,19412,938.773,2.11,2.19,14.54,2.267,0.051
45281,26.43,50.25,1237,400,12941,19418,938.725,1.84,1.91,12.68,1.977,0.045
61234,20.769,29.0,11727,400,12821,19224,936.874,0.56,0.58,3.83,0.598,0.014
27102,17.16,53.21,25,400,13139,20034,939.637,0.83,0.86,5.71,0.89,0.02
43651,24.48,53.73,1243,417,12912,19415,938.713,1.6,1.67,11.05,1.722,0.039
25026,11.43,51.77,11,440,12479,19515,939.762,0.12,0.42,0.1,0.487,0.291
55121,26.18,75.08,1456,400,13400,20262,937.074,0.81,0.84,5.55,0.865,0.02
4230,-2.832,47.36,97,400,13232,20123,939.654,2.11,2.19,14.51,2.263,0.051
36904,26.98,47.0,1101,600,12818,19452,939.029,2.27,2.36,15.6,2.433,0.055
25393,13.12,56.35,0,400,12734,19764,939.843,0.13,0.17,0.84,0.185,0.036
9709,-4.261,53.7,847,944,12650,19512,939.173,2.42,2.51,16.66,2.597,0.059
53256,25.81,47.88,130,413,12782,20591,937.348,1.71,1.78,11.76,1.834,0.041
13471,19.935,46.86,1216,550,12829,19424,938.867,1.99,2.07,13.68,2.133,0.048
42030,24.48,53.6,1132,400,12894,19445,938.787,1.5,1.55,10.3,1.605,0.036
48755,25.54,54.36,1331,400,12987,19400,938.699,1.83,1.9,12.57,1.96,0.044
26115,14.07,54.97,26,400,13042,19926,939.757,0.37,0.38,2.52,0.393,0.009
55918,43.3,18.28,0,400,13643,21346,936.804,1.22,1.26,8.36,1.304,0.029
19690,18.955,49.03,1149,400,12931,19437,938.719,1.66,1.72,11.42,1.781,0.04
53851,25.95,48.28,170,438,12774,20552,937.36,1.73,1.79,11.87,1.851,0.042
32987,20.67,51.08,299,400,13116,19973,939.393,0.39,0.4,2.68,0.417,0.009
12110,17.635,52.87,1099,602,12814,19456,939.045,1.81,1.88,12.44,1.939,0.044
7299,-4.542,55.86,259,400,13124,19997,939.498,0.39,0.41,2.69,0.42,0.009
38823,27.15,46.88,1124,503,12851,19444,938.906,1.98,2.05,13.61,2.123,0.048
49213,24.75,51.78,1222,400,13007,19419,938.76,2.53,2.62,17.38,2.711,0.061
51772,28.86,41.86,61,400,12822,20702,937.498,2.25,2.34,15.5,2.417,0.055
114,21.569,56.69,11,400,12540,19626,939.809,0.02,0.07,0.04,0.078,0.044
16179,12.269,51.78,1218,417,12875,19435,938.776,1.93,2.01,13.31,2.075,0.047
57170,26.896,39.57,26,400,12840,20749,937.574,1.98,2.06,13.65,2.129,0.048
18769,20.612,53.25,1256,409,12917,19418,938.695,1.79,1.86,12.35,1.926,0.044
55019,27.02,40.77,169,400,13195,20978,937.053,1.81,1.88,12.47,1.944,0.044
29444,22.01,49.79,58,400,13255,20161,939.655,2.45,2.54,16.84,2.626,0.059
32120,18.61,55.81,254,400,13127,20014,939.548,0.42,0.43,2.86,0.446,0.01
9270,-5.171,60.77,581,587,12848,19674,939.235,2.61,2.71,17.98,2.804,0.063
39808,24.52,53.26,1151,461,12858,19447,938.85,1.57,1.63,10.77,1.68,0.038
24856,12.81,48.6,1367,420,12986,19388,938.865,2.27,2.36,15.65,2.44,0.055
56916,21.779,40.03,26,440,12863,20760,937.609,1.93,2.01,13.28,2.071,0.047
42857,24.73,52.66,1141,400,12909,19446,938.705,1.85,1.92,12.75,1.987,0.045
9451,-4.939,58.12,632,525,12874,19628,939.193,2.73,2.84,18.81,2.933,0.066
31597,20.77,53.26,187,400,13162,20080,939.602,0.66,0.68,4.51,0.703,0.016
2165,21.044,53.28,0,400,13188,20120,939.623,0.79,0.82,5.44,0.849,0.019
58211,-9.07,46.42,72,400,12787,20658,937.482,1.93,2.0,13.27,2.069,0.047
56803,48.48,14.8,904,400,13700,20451,936.671,0.62,0.65,4.28,0.667,0.015
17121,14.676,47.58,1115,400,12898,19448,938.787,1.84,1.92,12.69,1.979,0.045
62342,-18.24,12.66,3426,400,13483,19797,936.69,0.79,0.82,5.44,0.849,0.019
50771,39.53,13.89,489,5288,12179,20084,930.903,1.03,1.07,7.08,1.105,0.025
4325,-3.732,52.78,85,400,13243,20128,939.666,2.56,2.66,17.62,2.748,0.062
42242,27.11,47.32,1153,401,12902,19443,938.806,1.49,1.55,10.24,1.596,0.036
53220,28.6,42.01,120,400,12793,20594,937.332,2.2,2.29,15.17,2.366,0.053
15961,12.055,53.74,1097,400,12887,19448,938.787,1.74,1.81,12.0,1.871,0.042
10877,4.95,54.59,986,642,12800,19478,939.071,2.36,2.45,16.21,2.528,0.057
19490,19.917,53.45,1260,415,12919,19417,938.699,1.51,1.57,10.38,1.619,0.037
45970,24.99,50.9,1419,437,12932,19376,938.701,1.94,2.02,13.36,2.084,0.047
40476,26.03,52.82,1105,403,12885,19450,938.797,1.76,1.83,12.14,1.894,0.043
13904,18.18,52.34,1168,516,12847,19440,938.921,2.38,2.47,16.35,2.55,0.058
10629,2.329,54.89,915,669,12789,19508,939.071,2.3,2.39,15.8,2.464,0.056
40573,24.95,51.71,1143,429,12876,19441,938.789,2.05,2.13,14.13,2.204,0.05
40000,26.47,49.87,1063,431,12870,19463,938.817,2.02,2.1,13.89,2.166,0.049
9281,-5.162,59.44,581,563,12860,19673,939.234,2.54,2.64,17.47,2.724,0.062
39535,27.04,47.33,1149,461,12862,19440,938.886,1.85,1.93,12.76,1.99,0.045
23789,-17.64,47.76,1354,403,12974,19386,938.706,2.05,2.13,14.11,2.2,0.05
8739,-5.047,52.34,374,400,13065,19886,939.291,0.2,0.21,1.37,0.214,0.005
18486,19.998,50.14,1172,400,12920,19433,938.719,1.74,1.81,11.99,1.869,0.042
24534,0.044,54.02,1348,411,12984,19387,938.782,1.83,1.9,12.57,1.96,0.044
28628,21.53,50.78,357,400,13088,19853,939.678,1.41,1.47,9.72,1.516,0.034
60842,15.024,66.37,848,400,13268,20404,937.07,0.86,0.89,5.91,0.921,0.021
9293,-5.152,62.25,612,569,12863,19657,939.226,3.01,3.13,20.73,3.232,0.073
18173,18.954,53.51,1124,400,12908,19442,938.699,1.51,1.56,10.36,1.616,0.037
43912,26.94,47.91,1214,400,12920,19434,938.699,1.82,1.9,12.56,1.958,0.044
39146,24.58,53.03,1159,503,12850,19444,938.927,1.97,2.05,13.57,2.116,0.048
53563,25.68,48.78,176,437,12765,20547,937.326,1.89,1.96,12.98,2.023,0.046
30212,19.68,54.89,0,400,13266,20213,939.694,2.18,2.27,15.01,2.341,0.053
21001,3.0,53.97,1299,400,12956,19398,938.701,2.07,2.15,14.27,2.225,0.05
39803,24.62,52.98,1124,463,12858,19440,938.843,1.64,1.71,11.31,1.764,0.04
31466,18.96,55.46,207,400,13149,20056,939.626,0.67,0.7,4.64,0.723,0.016
19988,16.743,49.56,1182,400,12930,19438,938.74,1.58,1.64,10.86,1.693,0.038
55246,33.66,53.59,3246,400,13234,19793,936.902,0.9,0.93,6.19,0.965,0.022
27049,16.95,53.66,36,400,13128,20009,939.63,0.64,0.67,4.43,0.691,0.016
48719,26.96,47.88,1366,400,12984,19393,938.717,1.69,1.76,11.63,1.813,0.041
3221,8.843,62.92,0,400,13288,20236,939.69,2.5,2.6,17.2,2.682,0.061
23642,-19.425,53.58,1302,400,12988,19405,938.71,1.8,1.87,12.39,1.932,0.044
16332,12.506,48.28,1132,400,12890,19451,938.743,2.03,2.11,13.99,2.181,0.049
41696,27.02,47.53,1061,400,12889,19451,938.766,1.99,2.07,13.69,2.134,0.048
51344,26.72,45.66,65,441,12830,20720,937.583,2.15,2.23,14.77,2.304,0.052
39206,24.57,53.09,1128,493,12857,19451,938.901,2.39,2.48,16.43,2.562,0.058
32985,20.57,51.67,290,400,13116,19972,939.406,0.34,0.36,2.36,0.368,0.008
32502,20.96,49.88,262,400,13134,19998,939.482,0.64,0.66,4.38,0.683,0.015
40230,24.52,53.31,1126,433,12873,19456,938.814,1.94,2.01,13.34,2.08,0.047
17624,16.671,52.77,1143,405,12901,19442,938.717,1.4,1.46,9.64,1.503,0.034
43926,25.55,48.06,1268,425,12902,19407,938.699,1.74,1.81,11.98,1.869,0.042
22345,-17.333,47.73,1343,400,12974,19399,938.737,1.99,2.06,13.66,2.131,0.048
6592,-6.71,55.6,201,400,13149,20063,939.604,0.63,0.65,4.31,0.672,0.015
53374,25.88,47.79,148,417,12773,20568,937.319,1.95,2.03,13.42,2.092,0.047
13787,18.712,52.63,1117,502,12844,19446,938.894,2.14,2.22,14.7,2.292,0.052
29031,22.29,48.12,146,400,13217,20080,939.659,1.67,1.73,11.47,1.789,0.04
27845,21.06,45.73,107,400,13174,20054,939.65,1.06,1.1,7.29,1.137,0.026
9670,-4.393,61.05,862,960,12643,19513,939.14,2.49,2.58,17.11,2.668,0.06
30235,22.19,48.69,6,400,13261,20228,939.705,2.9,3.01,19.95,3.111,0.07
39455,25.68,53.48,1073,446,12867,19461,938.906,2.08,2.16,14.29,2.228,0.05
40497,27.06,47.3,1157,424,12871,19438,938.817,1.55,1.61,10.64,1.659,0.037
41687,26.81,48.25,1067,400,12898,19464,938.777,2.08,2.16,14.33,2.235,0.05
12701,20.595,51.89,1078,564,12829,19458,938.963,2.03,2.11,13.95,2.175,0.049
7007,-5.305,55.74,231,400,13129,20036,939.557,0.6,0.62,4.12,0.643,0.015
8357,-4.582,55.45,335,400,13095,19936,939.365,0.31,0.32,2.1,0.328,0.007
13075,20.792,53.15,1115,552,12838,19447,938.896,2.09,2.18,14.41,2.248,0.051
41613,24.45,53.67,1208,418,12875,19424,938.773,1.72,1.79,11.85,1.847,0.042
11041,6.765,53.29,1036,663,12799,19471,939.087,2.13,2.21,14.66,2.287,0.052
25800,14.51,55.5,0,400,12975,19918,939.794,0.17,0.18,1.17,0.182,0.004
11605,12.98,47.31,1048,606,12812,19466,939.053,1.97,2.05,13.56,2.114,0.048
9450,-4.941,58.29,634,536,12872,19627,939.195,2.72,2.83,18.74,2.923,0.066
40859,27.09,47.32,1163,414,12877,19437,938.788,1.5,1.56,10.35,1.613,0.036
54671,28.48,38.67,0,400,13209,21047,937.477,1.92,1.99,13.21,2.061,0.047
36318,24.76,50.39,1105,648,12795,19461,939.076,1.68,1.75,11.59,1.808,0.041
56814,48.25,14.82,676,400,13744,20514,936.666,0.65,0.68,4.47,0.697,0.016
49826,24.37,54.11,1310,419,12982,19399,938.839,1.95,2.03,13.42,2.093,0.047
6059,-8.445,55.75,139,400,13189,20121,939.637,1.17,1.22,8.05,1.255,0.028
55747,58.01,16.0,39355,829,12587,18637,936.896,0.81,0.84,5.59,0.872,0.02
10049,-2.591,52.08,801,727,12767,19526,939.118,2.17,2.26,14.95,2.332,0.053
51432,29.77,39.32,31,400,12840,20741,937.578,1.95,2.02,13.4,2.089,0.047
47331,26.83,48.2,1350,411,12965,19382,938.711,2.04,2.12,14.06,2.192,0.05
22186,-15.458,53.35,1377,413,12959,19380,938.706,1.82,1.89,12.51,1.952,0.044
48012,24.86,52.06,1329,411,12964,19387,938.728,1.94,2.02,13.36,2.084,0.047
53041,28.66,41.75,131,401,12787,20589,937.365,1.8,1.87,12.36,1.928,0.044
27737,19.1,46.94,127,400,13167,20057,939.626,1.01,1.05,6.98,1.089,0.025
54522,25.75,49.58,260,452,12756,20471,937.459,1.77,1.83,12.15,1.895,0.043
16969,14.152,53.23,1176,409,12895,19438,938.78,1.65,1.72,11.39,1.775,0.04
46019,26.98,47.52,1404,415,12948,19378,938.693,2.15,2.23,14.79,2.306,0.052
44844,24.54,53.55,1210,415,12924,19434,938.713,1.56,1.62,10.75,1.677,0.038
13132,20.728,52.93,1164,545,12832,19438,938.917,2.16,2.25,14.88,2.32,0.052
7427,-4.31,56.77,253,400,13134,20009,939.519,0.61,0.64,4.23,0.659,0.015
52697,26.95,42.91,105,413,12770,20619,937.429,1.75,1.82,12.05,1.879,0.042
50291,33.79,32.13,263,3860,12489,19737,931.054,48.03,49.9,330.58,51.551,1.164
46166,24.43,53.54,1331,407,12956,19394,938.699,2.26,2.35,15.55,2.425,0.055
51152,27.11,44.4,30,459,12853,20752,937.571,2.42,2.51,16.64,2.595,0.059
30660,22.12,48.97,52,400,13250,20215,939.725,2.47,2.56,16.99,2.649,0.06
47521,26.99,47.66,1316,406,12973,19398,938.752,1.96,2.03,13.46,2.099,0.047
22717,-20.629,51.61,1344,401,12967,19386,938.744,2.6,2.7,17.9,2.792,0.063
49109,24.37,53.12,1245,400,13020,19417,938.733,2.34,2.43,16.08,2.508,0.057
6542,-6.887,53.93,182,400,13168,20092,939.627,0.63,0.66,4.34,0.677,0.015
967,27.097,57.13,13,400,13021,19927,939.74,0.14,0.15,0.99,0.154,0.003
53665,26.19,47.4,162,439,12765,20562,937.299,1.99,2.07,13.72,2.139,0.048
39054,27.01,47.41,1063,470,12862,19463,938.905,1.77,1.84,12.18,1.899,0.043
5563,-9.265,54.17,40,400,13248,20218,939.742,2.53,2.63,17.41,2.715,0.061
1334,26.63,53.43,10,400,13089,19980,939.709,0.51,0.53,3.48,0.543,0.012
3031,11.214,45.05,174,400,13144,19994,939.672,0.79,0.82,5.45,0.849,0.019
31296,20.83,54.45,156,400,13182,20111,939.67,0.71,0.74,4.89,0.762,0.017
40737,27.04,47.36,1140,415,12877,19440,938.805,1.74,1.81,12.0,1.871,0.042
56419,57.42,12.21,60000,781,12622,18293,936.717,233.42,275.98,1522.4,290.548,38.15
7128,-4.956,56.0,244,400,13132,20025,939.541,0.41,0.42,2.8,0.437,0.01
4128,-1.811,52.74,138,400,13220,20085,939.613,1.98,2.06,13.65,2.129,0.048
56095,49.81,20.39,60000,4901,11671,16882,936.815,914.32,949.95,6292.91,981.305,22.164
2968,11.994,45.39,162,400,13158,20011,939.646,0.93,0.96,6.38,0.995,0.022
62334,-18.672,12.31,4817,400,13427,19703,936.734,0.66,0.68,4.52,0.704,0.016
53029,28.07,44.36,92,400,12795,20628,937.388,2.16,2.24,14.85,2.315,0.052
55385,42.71,22.38,7092,402,12816,19505,936.859,0.45,0.47,3.11,0.485,0.011
53202,25.7,48.14,148,417,12774,20563,937.357,1.93,2.0,13.28,2.07,0.047
48276,25.92,53.5,1333,400,12978,19397,938.717,1.72,1.79,11.86,1.849,0.042
59070,-4.834,47.24,130,400,12801,20589,937.324,1.67,1.74,11.51,1.795,0.041
24847,12.407,50.29,1300,405,12990,19391,938.858,1.74,1.81,11.98,1.869,0.042
16382,12.598,52.99,1082,400,12901,19462,938.75,1.79,1.86,12.33,1.923,0.043
12532,20.097,52.92,1124,582,12820,19451,938.949,1.86,1.93,12.77,1.992,0.045
61361,19.975,22.14,20781,607,12710,18932,936.879,0.53,0.55,3.64,0.568,0.013
3080,10.604,46.03,142,400,13160,20018,939.67,0.95,0.99,6.55,1.021,0.023
51847,29.3,40.37,106,463,12779,20663,937.519,2.26,2.35,15.56,2.426,0.055
25466,14.04,50.85,11,400,12766,19774,939.838,0.14,0.16,0.89,0.167,0.02
46058,26.25,51.42,1291,400,12957,19405,938.682,1.88,1.95,12.93,2.016,0.046
5488,-9.275,48.56,18,400,13270,20225,939.717,2.53,2.63,17.42,2.716,0.061
36040,24.03,53.73,1076,668,12791,19466,939.07,2.26,2.35,15.54,2.423,0.055
12024,16.949,47.2,1053,586,12819,19463,939.017,2.09,2.17,14.35,2.238,0.051
13154,20.697,47.77,1088,531,12840,19456,938.91,1.84,1.91,12.64,1.971,0.045
54191,28.87,42.26,191,426,12773,20536,937.336,1.64,1.71,11.31,1.764,0.04
20155,15.061,53.36,1174,400,12970,19435,938.725,1.62,1.69,11.18,1.743,0.039
42650,26.9,48.0,1132,400,12906,19445,938.711,1.81,1.88,12.46,1.944,0.044
18666,20.433,50.15,1153,400,12919,19434,938.722,1.55,1.61,10.64,1.66,0.037
50084,24.83,44.74,134,1334,13029,19845,931.213,11362.17,23628.45,48494.13,26335.211,11752.453
44551,24.47,53.9,1212,401,12923,19426,938.707,1.71,1.78,11.79,1.839,0.042
49917,26.88,48.12,1306,402,12986,19404,938.852,1.87,1.94,12.86,2.006,0.045
12440,19.704,47.32,1061,571,12829,19466,939.016,2.17,2.25,14.91,2.325,0.053
59732,19.431,46.05,154,403,12789,20572,937.415,1.6,1.66,11.02,1.718,0.039
37920,27.06,46.97,1053,534,12843,19473,938.902,1.74,1.81,11.96,1.865,0.042
28733,22.46,48.08,229,400,13162,19984,939.692,1.72,1.78,11.82,1.843,0.042
45676,24.71,51.32,1074,400,13009,19460,938.703,2.7,2.81,18.61,2.902,0.066
10218,-1.393,56.96,887,691,12789,19518,939.058,2.19,2.28,15.08,2.352,0.053
17239,15.111,47.8,1176,401,12902,19445,938.798,1.48,1.54,10.21,1.592,0.036
44667,24.51,53.67,1205,409,12924,19429,938.726,1.63,1.69,11.21,1.749,0.039
23120,-22.01,48.11,1379,400,12976,19384,938.715,1.5,1.56,10.35,1.613,0.036
38779,24.72,52.47,1147,508,12842,19448,938.896,2.09,2.17,14.35,2.238,0.051
4203,-2.567,53.96,68,400,13248,20147,939.648,2.18,2.27,15.02,2.342,0.053
16295,12.442,50.2,1218,426,12874,19432,938.762,1.68,1.74,11.54,1.8,0.041
49971,26.75,48.55,1348,426,12983,19389,938.866,1.61,1.67,11.07,1.726,0.039
33829,20.83,51.18,356,400,13077,19915,939.294,0.29,0.3,2.01,0.313,0.007
12825,20.789,52.43,1055,543,12835,19466,938.922,2.13,2.22,14.69,2.29,0.052
56403,59.79,11.3,60000,4899,11673,17164,936.75,632.22,787.48,4023.14,834.758,142.119
56507,58.13,11.29,15899,400,13062,19059,936.698,3.59,3.73,24.71,3.855,0.088
8633,-4.931,55.66,348,400,13081,19911,939.311,0.42,0.44,2.89,0.45,0.01
5989,-8.625,55.19,130,400,13190,20140,939.675,1.85,1.92,12.72,1.984,0.045
38958,24.75,52.38,1126,508,12846,19451,938.907,2.0,2.08,13.78,2.148,0.049
9722,-4.214,59.04,783,932,12661,19537,939.14,2.61,2.72,17.99,2.805,0.063
61282,20.742,27.28,13702,540,12750,19092,936.855,0.7,0.73,4.83,0.753,0.017
3180,9.356,60.38,0,400,13388,20248,938.858,1.94,2.01,13.32,2.077,0.047
36239,26.37,48.43,1028,630,12807,19476,939.097,2.49,2.59,17.13,2.671,0.06
37230,24.41,53.27,1005,568,12822,19471,939.03,2.13,2.21,14.63,2.281,0.052
48575,25.55,54.36,1320,400,12987,19403,938.731,1.8,1.87,12.37,1.929,0.044
54876,24.55,44.58,0,400,13407,21210,937.394,2.19,2.28,15.09,2.353,0.053
861,26.947,56.85,0,400,13007,19942,939.746,0.38,0.4,2.65,0.413,0.009
19649,19.185,47.5,1212,409,12922,19429,938.7,1.54,1.6,10.62,1.656,0.037
29691,22.22,48.32,55,400,13242,20154,939.631,2.06,2.14,14.16,2.208,0.05
57382,21.106,46.25,62,406,12827,20707,937.538,1.79,1.86,12.3,1.917,0.043
42621,24.64,53.14,1138,404,12899,19447,938.702,1.31,1.37,9.05,1.411,0.032
41657,24.76,52.61,1172,413,12885,19438,938.752,1.84,1.91,12.64,1.97,0.045
45775,26.92,47.35,1220,400,12968,19414,938.718,1.93,2.01,13.31,2.076,0.047
